73	Остров Хафта	135,85,33	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
74	Бухта Рейгана	63,178,57	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
75	Гавань Норитового острова	244,68,53	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
76	Бухта Айрис	210,198,243	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
77	Бухта Лаху	180,161,8	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
78	Бухта Пирикс	236,209,143	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
79	Пальмовый берег	214,127,72	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
80	Гавань Гелады	162,178,52	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
81	Бухта Хаббл	173,209,85	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
82	Бухта Эфио	77,53,71	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
83	Бухта Салва	180,193,31	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
84	Бухта Карман	36,137,84	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
85	Бухта Мюс	47,165,183	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
86	Сад Эдель	206,97,41	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
87	Бабушкина деревня 1	5,128,34	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
88	Пустынная хрень 1	252,129,141	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
89	Бабушкина деревня 2	206,123,122	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
90	Бабушкина деревня 3	36,76,89	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
91	Пустынная хрень 2	242,171,97	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
92	Пустынная хрень 3	164,230,2	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
93	Сибирская перда 1	50,215,93	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
94	Сибирская перда 2	94,11,153	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
95	Арена	141,99,210	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
96	Подводный морской туннель	103,157,130	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
97	Логово бухово бати 1	212,85,58	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
98	Логово бухово бати 2	61,57,42	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
99	Логово бухово бати 3	142,77,89	8	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
100	Тоннель бывшей	114,221,104	9	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
101	Остров Скелетов	86,219,73	9	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
102	Лагерь Мёртвых Душ	132,5,100	3	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
103	Залив Сокровищ	119,229,46	12	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
104	Подземный док	77,55,210	9	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
105	Лагерь Мёртвых Душ 3	43,183,74	9	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
106	Лагерь Мёртвых Душ 2	183,214,241	9	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
107	Алкомаркет 1	112,34,109	9	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
108	Алкомаркет 2	97,231,199	9	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
109	Алкомаркет 3	193,245,237	9	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
110	Алкомаркет 4	16,236,40	9	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
111	Небеса	8,217,215	2	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
112	Хаос Москвы	234,9,226	-1	128,128,128	255,255,255	-1,-1,-1	0
113	Алкомаркет 5	206,16,176	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
114	Алкомаркет 6	23,233,130	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
115	Алкомаркет 7	75,163,147	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
116	Алкомаркет 8	98,47,35	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
117	Алкомаркет 9	233,216,16	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
118	Алкомаркет 10	178,186,187	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
119	Алкомаркет 11	226,64,246	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
120	Алкомаркет 12	77,244,121	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
121	Алкомаркет 13	180,50,208	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
122	Алкомаркет 14	11,59,239	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
123	Алкомаркет 15	27,174,168	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
124	Алкомаркет 16	134,144,185	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
125	Алкомаркет 17	155,249,181	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
126	Алкомаркет 18	153,139,227	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
127	Вечный Алкомаркет	128,248,172	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
128	Гавань Алкомаркета	215,108,251	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
129	Мираж Сибири	2,55,212	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
130	Мираж АлкашГрада	79,134,69	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
131	Пустыня	9,119,147	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
132	Священная война	14,103,20	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
133	Маленькая священная война	92,247,123	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
134	Церковь	17,178,140	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
135	Мини Снежная Война 	233,118,107	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
136	Грех	153,139,227	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
137	Утопь Греха	128,248,172	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
138	Рождественская Арена C 	19,182,75	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
139	Рождественская Арена D 	13,139,58	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
140	Рождественская Арена E 	137,56,156	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
141	Снежная Война 	148,147,165	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
142	Остров Драконов 	53,30,26	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
143	Темный Дом 	77,142,137	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
144	Долина Вулканов  	176,59,250	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
145	Город Мечты	62,200,228	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
146	Подземелье Аргента 3	119,245,100	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
147	Неизвестный Остров 96	235,233,76	-1	128,128,128	255,255,255	-1,-1,-1	0
148	Война Бомб	5,26,77	3	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
149	Место для Бомб 1	145,55,140	3	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
150	Место для Бомб 2	179,145,204	3	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
151	Неизвестный Остров 100	224,85,56	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
152	Неизвестный Остров 101	19,218,37	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
153	Неизвестный Остров 102	31,26,88	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
154	Неизвестный Остров 103	153,136,239	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
155	Неизвестный Остров 104	253,159,209	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
156	Неизвестный Остров 105	202,250,237	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
157	Неизвестный Остров 106	205,141,85	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
158	Неизвестный Остров 107	167,40,170	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
159	Неизвестный Остров 108	141,137,58	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
160	Неизвестный Остров 109	63,24,9	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
161	Неизвестный Остров 110	232,1,240	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
162	Неизвестный Остров 111	172,252,194	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
163	Неизвестный Остров 112	75,127,19	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
164	Неизвестный Остров 113	53,178,215	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
165	Неизвестный Остров 114	17,172,123	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
166	Неизвестный Остров 115	116,167,1	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
167	Неизвестный Остров 116	250,140,244	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
168	Неизвестный Остров 117	100,82,211	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
169	Неизвестный Остров 118	185,181,196	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
170	Неизвестный Остров 119	171,36,47	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
171	Неизвестный Остров 120	243,100,210	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
172	Неизвестный Остров 121	134,98,88	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
173	Неизвестный Остров 122	95,196,47	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
174	Неизвестный Остров 123	59,45,118	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
175	Неизвестный Остров 124	88,238,205	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
176	Неизвестный Остров 125	2,2,180	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
177	Бухта Луны	48,64,8	-1	128,128,128	255,255,255	-1,-1,-1	0
178	Остров Зимней Луны	10,232,29	-1	128,128,128	255,255,255	-1,-1,-1	0
179	Остров Кары	102,8,203	-1	128,128,128	255,255,255	-1,-1,-1	0
180	Остров Виля	97,166,155	-1	128,128,128	255,255,255	-1,-1,-1	0
181	Остров Ледяного Озера	180,243,243	-1	128,128,128	255,255,255	-1,-1,-1	0
182	Обледенелый Остров	99,25,165	-1	128,128,128	255,255,255	-1,-1,-1	0
183	1-ый край России	1,144,85	-1	128,128,128	255,255,255	-1,-1,-1	0
184	2-ой край России	226,207,25	-1	128,128,128	255,255,255	-1,-1,-1	0
185	1-ый край Америки	208,205,156	-1	128,128,128	255,255,255	-1,-1,-1	0
186	2-ой край Америки	11,96,177	-1	128,128,128	255,255,255	-1,-1,-1	0
187	Неизвестный Остров 136	111,97,12	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
188	Неизвестный Остров 137	66,154,36	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
189	Неизвестный Остров 138	146,17,37	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
190	Неизвестный Остров 139	167,222,81	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
191	Неизвестный Остров 140	110,71,198	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
192	Неизвестный Остров 141	159,4,230	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
193	Неизвестный Остров 142	184,7,111	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
194	Неизвестный Остров 143	20,68,132	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
195	Неизвестный Остров 144	14,154,24	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
196	Неизвестный Остров 145	142,37,89	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
197	Неизвестный Остров 146	92,158,57	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
198	Неизвестный Остров 147	188,146,160	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
199	Неизвестный Остров 148	122,153,85	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
200	Неизвестный Остров 149	188,183,212	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
201	Неизвестный Остров 150	39,136,46	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
202	Неизвестный Остров 151	30,39,230	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
203	Неизвестный Остров 152	161,20,96	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
204	Неизвестный Остров 153	59,160,163	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
205	Неизвестный Остров 154	135,58,94	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
206	Неизвестный Остров 155	6,208,239	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
207	Неизвестный Остров 156	107,14,201	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
208	Неизвестный Остров 157	208,231,205	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
209	Неизвестный Остров 158	77,93,71	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
210	Неизвестный Остров 159	45,133,66	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
211	Неизвестный Остров 160	220,120,137	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
212	Неизвестный Остров 161	242,71,22	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
213	Неизвестный Остров 162	24,38,222	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
214	Неизвестный Остров 163	83,246,178	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
215	Неизвестный Остров 164	95,133,110	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
216	Неизвестный Остров 165	182,68,100	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
217	Неизвестный Остров 166	252,142,62	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
218	Неизвестный Остров 167	95,164,116	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
219	Неизвестный Остров 168	150,223,125	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
220	Неизвестный Остров 169	220,117,39	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
221	Неизвестный Остров 170	235,100,228	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
222	Неизвестный Остров 171	189,36,220	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
223	Неизвестный Остров 172	114,38,80	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
224	Неизвестный Остров 173	89,227,210	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
225	Неизвестный Остров 174	19,196,198	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
226	Неизвестный Остров 175	4,60,208	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
227	Неизвестный Остров 176	222,132,209	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
228	Неизвестный Остров 177	231,61,7	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
229	Неизвестный Остров 178	92,216,119	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
230	Неизвестный Остров 179	130,18,104	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
231	Неизвестный Остров 180	201,212,70	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
232	Неизвестный Остров 181	13,53,22	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
233	Неизвестный Остров 182	69,246,187	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
234	Неизвестный Остров 183	204,120,163	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
235	Неизвестный Остров 184	232,4,130	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
236	Неизвестный Остров 185	171,198,235	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
237	Неизвестный Остров 186	167,132,219	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
238	Неизвестный Остров 187	248,56,223	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
239	Неизвестный Остров 188	96,68,85	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
240	Неизвестный Остров 189	241,204,135	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
241	Неизвестный Остров 190	179,42,224	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
242	Неизвестный Остров 191	3,196,74	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
243	Неизвестный Остров 192	198,52,240	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
244	Неизвестный Остров 193	215,130,9	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
245	Неизвестный Остров 194	48,202,188	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
246	Неизвестный Остров 195	27,69,133	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
247	Неизвестный Остров 196	166,14,218	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
248	Неизвестный Остров 197	110,125,152	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
249	Неизвестный Остров 198	206,63,239	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
250	Неизвестный Остров 199	217,104,215	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
251	Пляж	239,134,60	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
252	Неизвестный Остров 201	180,40,8	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
253	Неизвестный Остров 202	13,75,166	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
254	Арена	18,222,247	-1	128,128,128	255,255,255	-1.0,-1.0,-1.0	0
255	Интерфейс подключения	122,97,10	-1	114,148,155	255,255,255	-1.0,-1.0,-1.0	0
